"id","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
960,24071,46,"university, higher specialized school","married",2,2,17,14,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1954,"B","B","B","B","B","B","B","B","B","B","B","B"
961,45951,20,"apprenticeship","single, never married",3,0,-3,-3,"Ticino","Industrial and tertiary sector communes","woman",1980,"A","A","A","A","A","A","A","A","D","D","D","D"
962,79941,23,"apprenticeship","single, never married",2,0,-3,-3,"Zurich","Suburban communes","woman",1977,"B","B","B","B","B","B","B","B","B","B","B","B"
963,110971,71,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","man",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
964,76361,14,"incomplete compulsory school","single, never married",2,2,15,13,"Zurich","Peripheral urban communes","woman",1986,"D","A","A","D","D","D","D","D","D","A","A","A"
965,7561,72,"maturity","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
966,131431,57,"technical or vocational school","married",3,1,15,15,"Zurich","Peripheral urban communes","man",1943,"B","B","B","B","B","B","B","B","B","B","B","B"
967,142621,21,"apprenticeship","single, never married",3,1,17,17,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Rural commuter communes","woman",1979,"D","D","A","A","D","D","A","A","A","A","A","A"
968,32751,41,"compulsory school, elementary vocational training","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
969,27071,50,"apprenticeship","married",4,0,-3,-3,"Zurich","Suburban communes","woman",1950,"B","B","B","B","B","B","B","B","B","B","B","B"
970,23171,47,"maturity","married",3,3,16,9,"North-west Switzerland  (BS, BL, AG)","Mixed agricultural communes","man",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
971,135541,13,"incomplete compulsory school","single, never married",1,2,16,14,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","man",1987,"D","D","D","D","D","D","D","D","D","D","D","D"
972,9261,28,"maturity","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
973,122361,58,"university, higher specialized school","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1942,"A","A","A","A","A","A","A","A","A","A","A","A"
974,59701,28,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
975,106971,55,"apprenticeship","divorced",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
976,119351,41,"full-time vocational school","married",2,3,12,2,"Lake Geneva (VD, VS, GE)","Centres","man",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
977,32821,23,"compulsory school, elementary vocational training","single, never married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral agricultural communes","woman",1977,"C","C","D","D","D","D","C","C","D","B","B","B"
978,89151,31,"maturity","married",2,3,7,4,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1969,"C","C","C","C","C","C","C","C","C","C","C","C"
979,63461,38,"apprenticeship","married",2,2,8,7,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1962,"C","C","C","C","C","C","C","C","C","C","C","C"
980,112501,46,"apprenticeship","married",2,0,-3,-3,"Zurich","Centres","woman",1954,"C","C","C","C","C","C","C","C","C","C","C","B"
981,66301,46,"vocational high education","married",2,2,11,7,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
982,90251,34,"maturity","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
983,65311,53,"vocational high education","married",5,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1947,"A","A","A","A","A","A","A","A","A","A","A","A"
984,99741,20,"compulsory school, elementary vocational training","single, never married",5,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1980,"D","D","D","D","D","D","D","D","D","D","D","D"
985,112291,57,"vocational high education","married",3,1,15,15,"Zurich","Centres","man",1943,"A","A","A","A","A","A","A","A","A","A","A","A"
986,62871,39,"vocational high school","divorced",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1961,"A","A","A","A","A","D","D","D","D","D","A","A"
987,91121,49,"maturity","single, never married",1,1,17,17,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","woman",1951,"A","A","A","A","A","A","A","A","A","A","A","A"
988,114501,58,"maturity","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1942,"D","D","D","D","D","D","D","D","D","D","D","D"
989,61281,33,"apprenticeship","married",2,2,6,3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1967,"A","A","A","A","A","A","A","A","A","C","C","C"
990,108671,59,"apprenticeship","married",3,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1941,"D","D","D","D","D","D","D","D","D","D","D","D"
991,77111,42,"vocational high school","married",2,5,8,3,"Zurich","Suburban communes","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
992,34031,46,"full-time vocational school","married",3,2,17,13,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1954,"B","B","B","B","B","B","B","B","B","B","B","B"
993,60691,23,"domestic science course, 1 year school of commerce","single, never married",4,1,17,17,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1977,"D","D","D","D","D","D","A","B","D","D","D","D"
994,11911,37,"university, higher specialized school","married",2,3,5,2,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1963,"B","B","B","B","B","B","B","B","B","B","B","B"
995,69511,35,"compulsory school, elementary vocational training","married",2,2,11,7,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
996,17731,53,"apprenticeship","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1947,"A","A","A","A","A","A","A","A","A","A","A","A"
997,8071,74,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Mixed agricultural communes","woman",1926,"D","D","D","D","D","D","D","D","D","D","D","D"
998,61911,77,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1923,"D","D","D","D","D","D","D","D","D","D","D","D"
999,123671,48,"compulsory school, elementary vocational training","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1952,"A","A","A","A","A","A","A","B","B","B","B","B"
1000,20651,71,"maturity","married",3,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
1001,71121,28,"technical or vocational school","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1972,"A","A","A","A","A","A","A","A","A","A","B","B"
1002,58501,44,"apprenticeship","married",2,1,14,14,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1956,"B","B","B","B","B","B","B","B","B","B","C","C"
1003,136571,34,"apprenticeship","married",2,1,7,7,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Rural commuter communes","woman",1966,"C","C","C","C","C","C","C","C","C","C","C","C"
1004,108531,68,"apprenticeship","widower/widow",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
1005,18181,30,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1970,"A","A","A","A","A","A","A","D","D","D","D","D"
1006,24601,42,"maturity","married",2,2,7,6,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1958,"C","C","C","C","C","C","C","C","C","C","C","C"
1007,80521,67,"maturity","married",2,0,-3,-3,"Zurich","Mixed agricultural communes","man",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
1008,50301,64,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1936,"D","D","D","D","D","D","D","D","D","D","D","D"
1009,81281,44,"university, higher specialized school","divorced",4,0,-3,-3,"Zurich","Centres","man",1956,"B","B","B","B","B","B","B","B","B","B","B","A"
1010,73501,63,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Wealthy communes","man",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
1011,66931,47,"apprenticeship","married",2,2,11,7,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
1012,81661,48,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Centres","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
1013,69241,27,"vocational high school","single, never married",3,1,17,17,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1973,"A","A","A","A","A","A","A","A","A","A","A","A"
1014,51391,53,"university, higher specialized school","married",5,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1947,"B","B","B","B","B","B","B","B","B","B","D","D"
1015,83531,31,"full-time vocational school","married",2,1,6,6,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
1016,117791,43,"university, higher specialized school","married",2,2,9,4,"Lake Geneva (VD, VS, GE)","Mixed agricultural communes","man",1957,"B","B","B","B","B","B","B","B","B","B","B","B"
1017,76241,57,"technical or vocational school","married",4,0,-3,-3,"Zurich","Suburban communes","man",1943,"A","A","A","A","A","A","A","A","A","A","A","A"
1018,141891,58,"maturity","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Tourist communes","man",1942,"B","B","B","B","B","B","B","B","B","B","B","B"
1019,118061,49,"maturity","separated",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1951,"B","B","B","B","B","B","B","B","B","A","A","A"
1020,79941,33,"apprenticeship","single, never married",2,0,-3,-3,"Zurich","Suburban communes","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
1021,13681,31,"apprenticeship","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1969,"B","B","B","B","B","B","B","B","A","A","A","A"
1022,16091,43,"maturity","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1957,"A","A","A","A","A","A","B","B","B","B","B","B"
1023,59701,28,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
1024,95321,39,"compulsory school, elementary vocational training","married",2,2,13,2,"Ticino","Peripheral urban communes","woman",1961,"D","D","D","D","D","D","D","D","D","D","D","D"
1025,104611,26,"domestic science course, 1 year school of commerce","divorced",2,3,6,4,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","woman",1974,"D","D","D","D","D","D","D","D","D","D","D","D"
1026,30221,48,"apprenticeship","married",4,0,-3,-3,"Zurich","Suburban communes","woman",1952,"B","B","B","B","B","B","B","B","B","B","B","B"
1027,24981,37,"full-time vocational school","married",2,2,9,7,"Zurich","Wealthy communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
1028,69781,57,"domestic science course, 1 year school of commerce","separated",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1943,"B","B","B","B","B","B","B","B","B","B","B","B"
1029,83701,40,"apprenticeship","married",2,3,16,12,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1960,"C","C","C","C","C","C","C","C","C","C","C","C"
1030,51291,63,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
1031,5661,46,"apprenticeship","married",2,2,16,14,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1954,"D","D","D","D","D","D","D","D","D","D","D","D"
1032,10301,35,"apprenticeship","married",2,2,8,3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
1033,8521,27,"apprenticeship","single, never married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","man",1973,"A","A","A","A","A","A","A","A","A","A","A","A"
1034,106091,38,"domestic science course, 1 year school of commerce","married",2,2,11,8,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1962,"C","C","C","C","C","C","C","C","C","C","C","C"
1035,121831,49,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1951,"B","B","B","B","B","B","B","B","B","B","B","B"
1036,63361,32,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1968,"A","A","A","A","A","A","A","A","A","A","A","A"
1037,102081,53,"maturity","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1947,"A","A","A","A","A","A","A","A","A","A","A","A"
1038,44911,60,"full-time vocational school","married",3,0,-3,-3,"Ticino","Suburban communes","woman",1940,"D","D","D","D","D","D","D","D","D","D","D","D"
1039,125261,43,"university, higher specialized school","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1957,"A","A","A","A","A","A","A","A","A","A","A","A"
1040,85571,24,"apprenticeship","married",2,1,1,1,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
1041,108551,17,"compulsory school, elementary vocational training","single, never married",3,1,17,17,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1983,"D","D","D","D","D","D","D","D","D","D","D","D"
1042,69611,20,"apprenticeship","single, never married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1980,"A","A","A","A","A","A","A","A","A","A","A","A"
1043,58081,54,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1946,"B","B","B","B","B","B","B","B","B","B","B","B"
1044,72031,46,"university, higher specialized school","married",2,2,16,14,"North-west Switzerland  (BS, BL, AG)","Centres","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
1045,54301,68,"compulsory school, elementary vocational training","widower/widow",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
1046,71141,14,"incomplete compulsory school","single, never married",2,3,14,6,"North-west Switzerland  (BS, BL, AG)","Centres","man",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
1047,115951,48,"university, higher specialized school","single, never married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
1048,112181,50,"apprenticeship","married",2,2,16,16,"Zurich","Suburban communes","woman",1950,"B","B","B","B","A","B","B","A","A","A","B","B"
1049,92421,37,"maturity","married",2,2,8,7,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1963,"C","C","C","C","C","C","C","C","C","C","C","C"
1050,128361,51,"apprenticeship","separated",3,0,-3,-3,"Zurich","Wealthy communes","man",1949,"A","A","A","A","A","A","A","A","A","A","A","A"
1051,90831,81,"compulsory school, elementary vocational training","widower/widow",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1919,"D","D","D","D","D","D","D","D","D","D","D","D"
1052,12311,72,"incomplete compulsory school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
1053,116941,45,"full-time vocational school","married",2,2,17,14,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1955,"B","B","B","B","B","B","B","B","B","B","B","B"
1054,50661,46,"university, higher specialized school","married",2,2,4,1,"Lake Geneva (VD, VS, GE)","Wealthy communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
1055,11421,43,"general training school","divorced",1,1,15,15,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1957,"A","A","A","A","A","A","A","A","A","A","A","A"
1056,70611,46,"university, higher specialized school","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1954,"D","D","D","D","D","D","D","D","D","C","C","C"
1057,20621,40,"university, higher specialized school","married",2,1,8,8,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1960,"D","D","D","D","D","D","D","D","D","D","D","D"
1058,121781,43,"university, higher specialized school","married",4,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1957,"A","A","A","A","A","A","A","A","A","A","C","C"
1059,103861,19,"compulsory school, elementary vocational training","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1981,"A","A","A","A","A","A","A","A","A","A","A","A"
1060,35241,48,"vocational high education","married",2,2,14,11,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
1061,129721,14,"incomplete compulsory school","single, never married",2,1,14,14,"Zurich","Wealthy communes","woman",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
1062,23741,29,"apprenticeship","married",2,1,2,2,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1971,"A","A","A","A","A","A","A","A","A","A","A","A"
1063,75441,33,"university, higher specialized school","single, never married",1,0,-3,-3,"Zurich","Centres","man",1967,"C","C","C","B","B","B","B","B","C","C","D","D"
1064,115682,48,"apprenticeship","divorced",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1952,"B","B","B","B","B","B","B","B","B","B","B","B"
1065,2471,42,"vocational high education","married",2,3,16,11,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
1066,63201,54,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
1067,84461,39,"apprenticeship","married",2,2,11,9,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1961,"C","C","C","C","C","C","C","C","C","B","B","B"
1068,35591,36,"maturity","married",2,3,13,7,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral urban communes","woman",1964,"B","B","B","B","B","B","B","B","B","B","B","B"
1069,49341,63,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","man",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
1070,73131,37,"vocational high education","married",2,3,12,3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
1071,36361,57,"vocational high education","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","man",1943,"B","B","B","B","B","B","B","B","B","B","B","B"
1072,99281,42,"apprenticeship","divorced",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1958,"B","B","B","B","B","B","B","B","B","B","B","B"
1073,40621,38,"apprenticeship","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Rural commuter communes","man",1962,"D","D","D","D","D","D","D","A","A","A","A","A"
1074,123581,29,"apprenticeship","married",2,2,3,1,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1971,"D","D","D","D","D","D","D","D","D","D","D","D"
1075,50021,40,"apprenticeship","married",1,2,6,4,"Lake Geneva (VD, VS, GE)","Centres","woman",1960,"A","A","A","A","A","A","A","A","A","A","B","B"
1076,43471,36,"compulsory school, elementary vocational training","married",2,2,10,2,"Ticino","Tourist communes","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
1077,45311,43,"general training school","married",2,2,7,4,"Ticino","Suburban communes","woman",1957,"B","B","B","B","B","B","B","B","B","B","B","B"
1078,33521,38,"vocational high education","divorced",1,3,15,11,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","woman",1962,"B","B","B","B","B","B","B","B","B","B","B","B"
1079,83601,46,"vocational high school","married",4,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
1080,128891,50,"domestic science course, 1 year school of commerce","married",4,0,-3,-3,"Zurich","Suburban communes","woman",1950,"D","D","D","D","D","D","D","D","D","D","D","D"
1081,30161,53,"apprenticeship","married",4,1,15,15,"Zurich","Suburban communes","woman",1947,"A","A","A","A","A","A","A","A","A","A","A","A"
1082,8531,65,"maturity","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1935,"A","A","A","A","A","A","A","A","A","A","A","A"
1083,22691,24,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
1084,52751,44,"university, higher specialized school","married",2,3,15,10,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1956,"C","C","C","C","C","C","C","C","D","D","D","C"
1085,1601,74,"compulsory school, elementary vocational training","widower/widow",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1926,"D","D","D","D","D","D","D","D","D","D","D","D"
1086,12731,31,"vocational high education","married",2,2,7,6,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1969,"C","C","C","C","C","C","C","C","C","C","C","C"
1087,113021,86,"full-time vocational school","married",2,0,-3,-3,"Zurich","Centres","woman",1914,"D","D","D","D","D","D","D","D","D","D","D","D"
1088,28421,36,"vocational high school","divorced",1,0,-3,-3,"Zurich","Suburban communes","man",1964,"B","B","B","B","B","B","B","B","A","A","A","A"
1089,22871,78,"full-time vocational school","widower/widow",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1922,"D","D","D","D","D","D","D","D","D","D","D","D"
1090,13581,70,"compulsory school, elementary vocational training","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1930,"D","D","D","D","D","D","D","D","D","D","D","D"
1091,69961,44,"apprenticeship","married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1956,"A","A","A","A","A","A","A","A","A","A","A","D"
1092,11441,54,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
1093,11631,15,"incomplete compulsory school","single, never married",2,2,15,13,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1985,"D","D","D","B","D","D","D","D","D","A","A","A"
1094,96971,34,"compulsory school, elementary vocational training","married",2,2,5,0,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
1095,111661,45,"apprenticeship","married",3,1,16,16,"Zurich","Peripheral urban communes","man",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
1096,80571,66,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1934,"D","D","D","D","D","D","D","D","D","D","D","D"
1097,74181,78,"apprenticeship","widower/widow",1,0,-3,-3,"Zurich","Suburban communes","woman",1922,"D","D","D","D","D","D","D","D","D","D","D","D"
1098,29381,48,"apprenticeship","married",2,2,17,15,"Zurich","Suburban communes","woman",1952,"C","C","C","C","C","C","C","C","C","B","B","B"
1099,99061,49,"apprenticeship","married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral agricultural communes","man",1951,"A","A","A","A","A","A","A","A","A","A","A","A"
1100,46651,41,"vocational high education","married",2,3,12,6,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1959,"D","D","D","D","D","D","D","D","D","D","D","D"
1101,27311,37,"university, higher specialized school","single, never married",1,0,-3,-3,"Zurich","Centres","woman",1963,"B","B","B","B","B","B","B","B","A","A","A","A"
1102,99781,33,"vocational high school","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
1103,91201,70,"apprenticeship","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1930,"D","D","D","D","D","D","D","D","D","D","D","D"
1104,18371,60,"university, higher specialized school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1940,"A","A","A","A","A","A","A","A","A","A","A","A"
1105,64981,25,"vocational high education","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1975,"A","A","A","A","A","A","A","A","A","A","A","A"
1106,10951,30,"university, higher specialized school","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1970,"A","A","A","A","A","A","A","A","A","A","A","A"
1107,67371,28,"maturity","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1972,"C","C","C","C","C","C","C","C","C","C","C","C"
1108,105081,33,"university, higher specialized school","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1967,"B","B","B","B","B","B","B","B","B","B","B","B"
1109,97931,41,"technical or vocational school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
1110,119041,33,"apprenticeship","married",2,1,3,3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
1111,121311,37,"university, higher specialized school","married",2,3,7,1,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
1112,76691,82,"vocational high school","widower/widow",1,0,-3,-3,"Zurich","Centres","man",1918,"D","D","D","D","D","D","D","D","D","D","D","D"
1113,65051,28,"maturity","single, never married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Peripheral urban communes","man",1972,"D","D","D","D","D","D","D","B","B","B","B","B"
1114,143381,18,"compulsory school, elementary vocational training","single, never married",3,1,16,16,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","man",1982,"D","B","B","D","D","D","D","D","D","B","D","D"
1115,69241,50,"domestic science course, 1 year school of commerce","married",3,1,17,17,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1950,"D","D","D","D","D","D","D","D","D","D","D","D"
1116,19581,42,"compulsory school, elementary vocational training","married",2,2,12,10,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
