"family1","family13","family25","family37","family49","family61","family73","family85","family97","family109","family121","family133","family145","family157","family169","family181","family193","family205","family217","family229","family241","family253"
"S","S","S","S","S","S","LAT","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1"
"LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","LAT","LAT","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"COH","COH","COH","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"LAT","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","Sc","Sc","Sc"
"S","S","S","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COHc","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","S","S","S","LAT","LAT","COH","COH","COH","COH","COH"
"S","S","S","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","LAT","LAT","COH","COH","LAT","S","LAT","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","S","S","LAT","LAT","COH","COH","COH","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"S","S","S","S","S","LAT","LAT","LAT","S","S","S","S","S","S","S","S","S","S","S","S","COH","COH"
"S","S","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+"
"S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","S","COH","S","S","S","MAR","MAR","MAR","MARc1","MARc1","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","LATc","LATc","COHc"
"S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","S","S","LAT","LAT","COH","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","Sc","Sc","Sc","LATc","LATc","Sc","Sc","LATc"
"S","S","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","Sc","Sc","Sc","Sc","LATc","COHc","COHc","COHc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc"
"LAT","LAT","LAT","LAT","COH","COH","COH","COH","S","S","COH","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","S","S","S","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","S","S","LAT","COH","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","LAT","LAT","COH","COH","COH","COH"
"S","S","S","S","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"LAT","LAT","S","LAT","LAT","LAT","LAT","LAT","S","S","COH","COH","COH","COH","S","S","S","S","S","S","S","LAT"
"S","S","S","S","S","LAT","LAT","LAT","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","LAT","MAR","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","S","S","S","S","LAT","LAT","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","COH","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","S","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","S","S","S","S","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","S","LAT","LAT","LAT","S","S","S","S","S","S","LAT","LAT","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc"
"S","S","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","COH","COH","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT"
"S","S","S","S","S","S","S","S","S","LAT","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","COH","COH","S","S","COH","COH","COH","COH"
"COH","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","LAT","LAT","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","LAT","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","LATc","LATc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","COH","COH","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"S","S","S","LAT","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"S","S","S","S","LAT","LAT","S","LAT","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","LAT","S","S","S","LAT","LAT","LAT","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","S","S","S","LAT"
"LAT","LATc","LATc","LATc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc"
"LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","COH","COHc","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","LAT","COH","COH","COH","COH","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","S","LAT","LAT","LAT","MAR","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","LAT","COH","COH","COH","COH","COH","COH","COH","COH","LAT","LAT","S","S","S","S","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","LAT","LAT","COH","COH","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","COH","COH","COH","COH"
"COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","LAT","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","LAT","S","S","S","LAT","LAT","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","LAT","LAT","LAT","COHc","COHc","MARc2+"
"S","S","LAT","COH","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","MAR","MAR"
"LAT","LAT","LAT","S","S","S","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","LAT","LAT","COH","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","S","S","S","LAT","LAT","LAT","COH","COH","LAT","LAT","S","S","S","S","LAT","LAT","COHc","COHc","COHc"
"S","LAT","S","LAT","COH","COH","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","LAT","COH","COHc","COHc","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"COH","COH","COH","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","LAT","S","S","S","LAT","COH","COH","COH","COHc","COHc","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"MAR","MAR","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","LAT","LAT","LAT","LAT","LAT","S","S","LAT","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","S","S","S","S","S","S","S","LAT","COHc","COHc","COHc","COHc","COHc","Sc","Sc","Sc","Sc"
"S","S","S","S","S","LAT","COH","COH","COH","COH","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","LATc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","COH","COH","COH","S","S","S","S","LAT","LAT","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","LAT","LAT","LAT","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","S","COH","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","LAT","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","COH","COH","LAT","LAT","S","LAT","LAT","LAT","COH","COH","COH","COH","LAT","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","COH","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","S","S","S","S","COH","COH","COH","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","S","S","S","S","S","S","S","S","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","LAT","LAT","LAT","S","S","COH","LAT","LAT","LAT","LAT","COHc","COHc","COHc","COHc","MARc2+","MARc2+"
"LAT","S","S","S","S","S","S","S","LAT","LAT","LAT","COH","COH","COH","COH","LAT","COH","COH","COH","MAR","MAR","MAR"
"S","S","S","S","S","S","S","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COHc","COHc","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","COH","LAT","S","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH"
"LAT","LAT","LAT","LAT","LAT","LAT","LATc","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","LAT","S","S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","COH","COH"
"S","S","S","S","S","LAT","LAT","LAT","S","S","S","S","S","S","COH","COH","COH","COH","COH","LAT","LAT","S"
"S","S","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","LATc"
"S","S","LAT","LAT","S","S","S","LAT","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","S","S","S","S","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","LAT","LAT","COH","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+"
"LAT","LAT","LAT","S","S","S","S","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","MARc1","MARc1","MARc2+","MARc2+","MARc2+","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc"
"S","S","LAT","S","S","S","S","LAT","LAT","S","LAT","LAT","LAT","S","S","S","S","S","S","S","S","S"
"LAT","COH","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","LATc","LATc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","S","COH","COHc","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"COH","COH","COH","MAR","MAR","MAR","MAR","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH"
"S","LAT","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","S","S","LAT","LAT","LAT","LAT","LAT","S","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","S"
"S","S","LAT","LAT","LAT","S","S","LAT","COH","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","COH","COH","COH","COH","COH","COH","S","COH","LAT","LAT","LAT","LAT","LATc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","S","S","S","LAT","LAT","LAT","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","LAT","LAT","COH","MARc1","MARc1","MARc1","MARc1","MARc1","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc"
"S","S","S","S","S","S","S","LAT","LAT","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","LAT","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","S","LAT","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","COH","COH","COH","COH","COH","COH","COH","S","S","S","LAT","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","MAR","MAR","MARc1","MARc1","MARc1"
"COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc"
"S","S","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","S","COH","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","S","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","LAT","LAT","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","COH","COH","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","COH","COH","COH","COH","LAT","S","S","S","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","LAT","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","COH","COH","COH","S","S","LAT","Sc","Sc","Sc","Sc","Sc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","MARc1","MARc1"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","COHc","COHc","COHc","MARc1"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"S","LAT","LAT","LAT","LAT","LAT","LAT","S","S","COH","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","LAT","LAT","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1"
